0018c49a9ed3c640,machine,/m/014j1m,0.551053
004be96d7985d83e,machine,/m/014j1m,0.837636
004e8f8aa9860565,machine,/m/014j1m,0.94316
006ac0b3d61f1ee9,machine,/m/014j1m,0.821562
006b4e6f706e3119,machine,/m/014j1m,0.849471
007050de32524db5,machine,/m/014j1m,0.568276
007ec56b6529e036,machine,/m/014j1m,0.797961
00881627629888f6,machine,/m/014j1m,0.561061
00c5d5b00769dc7d,machine,/m/014j1m,0.798701
00d1a44121b1b883,machine,/m/014j1m,0.701719
014d51e552c9e07e,machine,/m/014j1m,0.959292
0154cc7df5860060,machine,/m/014j1m,0.815936
01629ab4e5f0d759,machine,/m/014j1m,0.616484
016b6237ac3ceaf2,machine,/m/014j1m,0.515483
018257a792aa90e6,machine,/m/014j1m,0.564179
01968ea73417ec3b,machine,/m/014j1m,0.814571
021d2569ce62aa93,machine,/m/014j1m,0.71329
021d8c94fb2d2afe,machine,/m/014j1m,0.957855
02295b79afb0d7cb,machine,/m/014j1m,0.698811
024e5409772d1882,machine,/m/014j1m,0.944674
0262b739ae2e9950,machine,/m/014j1m,0.969671
028ee4d4f435c506,machine,/m/014j1m,0.559476
02a0c12874938c78,machine,/m/014j1m,0.970094
02aa2ee596ee27f5,machine,/m/014j1m,0.705868
02b3144549d787e6,machine,/m/014j1m,0.556237
02c40e63eb38ccae,machine,/m/014j1m,0.707868
02c5352d0e273256,machine,/m/014j1m,0.878598
02ce85bb7daf3e0c,machine,/m/014j1m,0.860544
035079488c9216b2,machine,/m/014j1m,0.811773
035085c19c055d8f,machine,/m/014j1m,0.647225
037433fa3873e6be,machine,/m/014j1m,0.637678
03bfc0b1cc6bde63,machine,/m/014j1m,0.907591
04058060fde8ca26,machine,/m/014j1m,0.649589
041bae0d54c32533,machine,/m/014j1m,0.517689
042584d869ee627c,machine,/m/014j1m,0.627156
044864859f9c6cb6,machine,/m/014j1m,0.888742
0454fc91aa2da0d1,machine,/m/014j1m,0.970721
04806dcd6ad350a4,machine,/m/014j1m,0.577067
04b30e30b03d69e0,machine,/m/014j1m,0.840554
04f2498e3f26c4dc,machine,/m/014j1m,0.887553
051ca96a28b9ea62,machine,/m/014j1m,0.937817
05700e985231e8cf,machine,/m/014j1m,0.53567
